Assay Name	Source Name	COSMIC_ID	cell_line_name
5500994158987071513202_G08	J132_EPG08P4_GCIY_Stomach_906869	906869	GCIY
5500994158987071513202_G09	J132_EPG09P4_GOTO_Kidney_906875	906875	GOTO
5500994158987071513202_G10	J132_EPG10P4_G-402_Kidney_907298	907298	G-402
5500994158987071513202_G11	J132_EPG11P4_MONO-MAC-6_Blood_908148	908148	MONO-MAC-6
5500994158987071513202_G12	J132_EPG12P4_MEL-HO_Skin_908124	908124	MEL-HO
5500994158987071513202_H01	J132_EPH01P4_KYSE-150_Esophagus_907317	907317	KYSE-150
5500994158987071513202_H02	J132_EPH02P4_KARPAS-620_Blood_1327775	1327775	KARPAS-620
5500994158987071513202_H03	J132_EPH03P4_KGN_Ovary_924186	924186	KGN
5500994158987071513202_H04	J132_EPH04P4_LC4-1_Blood_907787	907787	LC4-1
5500994158987071513202_H05	J132_EPH05P4_LU-165_Lung_753589	753589	LU-165
5500994158987071513202_H06	J132_EPH06P4_LS-1034_Intestine_917486	917486	LS-1034
5500994158987071513202_H07	J132_EPH07P4_LOUCY_Blood_907789	907789	LOUCY
5500994158987071513202_H08	J132_EPH08P4_GB-1_CNS_687568	687568	GB-1
5500994158987071513202_H09	J132_EPH09P4_GT3TKB_Stomach_907041	907041	GT3TKB
5500994158987071513202_H10	J132_EPH10P4_MKN7_Stomach_924250	924250	MKN7
5500994158987071513202_H11	J132_EPH11P4_Mo-T_Blood_908149	908149	Mo-T
5500994158987071513202_H12	J132_EPH12P4_MEC-1_Blood_1330943	1330943	MEC-1
5500994158987071513207_A01	J132_EPA01P5_MS751_Cervix_1240179	1240179	MS751
5500994158987071513207_A02	J132_EPA02P5_MZ7-mel_Skin_753596	753596	MZ7-mel
5500994158987071513207_A03	J132_EPA03P5_MDST8_Intestine_1240173	1240173	MDST8
5500994158987071513207_A04	J132_EPA04P5_U-118-MG_Brain_687588	687588	U-118-MG
5500994158987071513207_A05	J132_EPA05P5_WM1552C_Skin_1299078	1299078	WM1552C
5500994158987071513207_A06	J132_EPA06P5_YH-13_CNS_909905	909905	YH-13
5500994158987071513207_A07	J132_EPA07P5_TE-1_Esophagus_753621	753621	TE-1
5500994158987071513207_A08	J132_EPA08P5_TE-8_Esophagus_753623	753623	TE-8
5500994158987071513207_A09	J132_EPA09P5_SiHa_Cervix_930297	930297	SiHa
5500994158987071513207_A10	J132_EPA10P5_SCC-9_Head & Neck_909709	909709	SCC-9
5500994158987071513207_A11	J132_EPA11P5_SNU-182_Liver_1240216	1240216	SNU-182
5500994158987071513207_A12	J132_EPA12P5_SK-N-SH_Brain_717431	717431	SK-N-SH
5500994158987071513207_B01	J132_EPB01P5_MS-1_Lung_753594	753594	MS-1
5500994158987071513207_B02	J132_EPB02P5_MZ2-MEL_Skin_971777	971777	MZ2-MEL
5500994158987071513207_B03	J132_EPB03P5_MOLM-13_Blood_1330947	1330947	MOLM-13
5500994158987071513207_B04	J132_EPB04P5_U-698-M_Blood_909777	909777	U-698-M
5500994158987071513207_B05	J132_EPB05P5_WM793B_Skin_1299081	1299081	WM793B
5500994158987071513207_B06	J132_EPB06P5_YAPC_Pancreas_909904	909904	YAPC
5500994158987071513207_B07	J132_EPB07P5_TE-10_Esophagus_753622	753622	TE-10
5500994158987071513207_B08	J132_EPB08P5_TE-9_Esophagus_946353	946353	TE-9
5500994158987071513207_B09	J132_EPB09P5_SLVL_Blood_1331032	1331032	SLVL
5500994158987071513207_B10	J132_EPB10P5_SNU-449_Liver_909738	909738	SNU-449
5500994158987071513207_B11	J132_EPB11P5_SW780_Bladder_687457	687457	SW780
5500994158987071513207_B12	J132_EPB12P5_SK-N-FI_Brain_688087	688087	SK-N-FI
5500994158987071513207_C01	J132_EPC01P5_MV-4-11_Blood_908156	908156	MV-4-11
5500994158987071513207_C02	J132_EPC02P5_MZ1-PC_Pancreas_753595	753595	MZ1-PC
5500994158987071513207_C03	J132_EPC03P5_MOLT-4_Blood_905958	905958	MOLT-4
5500994158987071513207_C04	J132_EPC04P5_UACC-893_Breast_909778	909778	UACC-893
5500994158987071513207_C05	J132_EPC05P5_WM278_Skin_1240226	1240226	WM278
5500994158987071513207_C06	J132_EPC06P5_ZR-75-30_Breast_909907	909907	ZR-75-30
5500994158987071513207_C07	J132_EPC07P5_TOV-21G_Ovary_1240222	1240222	TOV-21G
5500994158987071513207_C08	J132_EPC08P5_TGBC11TKB_Stomach_909770	909770	TGBC11TKB
5500994158987071513207_C09	J132_EPC09P5_SNB75_CNS_905982	905982	SNB75
5500994158987071513207_C10	J132_EPC10P5_SW900_Lung:NSCLC_724879	724879	SW900
5500994158987071513207_C11	J132_EPC11P5_SK-HEP-1_Liver_909719	909719	SK-HEP-1
5500994158987071513207_D01	J132_EPD01P5_ML-1_Thyroid_1240178	1240178	ML-1
5500994158987071513207_D02	J132_EPD02P5_MG-63_Bone_908131	908131	MG-63
5500994158987071513207_D03	J132_EPD03P5_M059K_Brain_1298232	1298232	M059K
5500994158987071513207_D04	J132_EPD04P5_VCaP_Prostate_1299075	1299075	VCaP
5500994158987071513207_D05	J132_EPD05P5_WSU-NHL_Blood_909785	909785	WSU-NHL
5500994158987071513207_D06	J132_EPD06P5_YKG-1_Brain_687592	687592	YKG-1
5500994158987071513207_D07	J132_EPD07P5_TE-12_Esophagus_946356	946356	TE-12
5500994158987071513207_D08	J132_EPD08P5_THP-1_Blood_909771	909771	THP-1
5500994158987071513207_D09	J132_EPD09P5_SNU-475_Liver_909739	909739	SNU-475
5500994158987071513207_D10	J132_EPD10P5_SUP-B15_Blood_1247871	1247871	SUP-B15
5500994158987071513207_D11	J132_EPD11P5_SK-OV-3_Ovary_905959	905959	SK-OV-3
5500994158987071513207_D12	J132_EPD12P5_ST486_Blood_910906	910906	ST486
5500994158987071513207_E01	J132_EPE01P5_ML-2_Blood_908141	908141	ML-2
5500994158987071513207_E02	J132_EPE02P5_MHH-PREB-1_Blood_908136	908136	MHH-PREB-1
5500994158987071513207_E03	J132_EPE03P5_U-266_Blood_753615	753615	U-266
5500994158987071513207_E04	J132_EPE04P5_VAL_Blood_1331048	1331048	VAL
5500994158987071513207_E05	J132_EPE05P5_WM35_Skin_1299080	1299080	WM35
5500994158987071513207_E06	J132_EPE06P5_U031_Kidney_905981	905981	U031
5500994158987071513207_E07	J132_EPE07P5_TE-11_Esophagus_946354	946354	TE-11
5500994158987071513207_E08	J132_EPE08P5_T-T_Esophagus_1299064	1299064	T-T
5500994158987071513207_E09	J132_EPE09P5_SU-DHL-8_Blood_1331038	1331038	SU-DHL-8
5500994158987071513207_E10	J132_EPE10P5_SK-MEL-24_Skin_909725	909725	SK-MEL-24
5500994158987071513207_E11	J132_EPE11P5_SW837_Intestine_909755	909755	SW837
5500994158987071513207_E12	J132_EPE12P5_T-24_Bladder_724812	724812	T-24
5500994158987071513207_F01	J132_EPF01P5_MRK-nu-1_Breast_908151	908151	MRK-nu-1
5500994158987071513207_F02	J132_EPF02P5_MCF7_Breast_905946	905946	MCF7
5500994158987071513207_F03	J132_EPF03P5_UM-UC-3_Bladder_724838	724838	UM-UC-3
5500994158987071513207_F04	J132_EPF04P5_VM-CUB-1_Bladder_909780	909780	VM-CUB-1
5500994158987071513207_F05	J132_EPF05P5_WIL2-NS_Blood_1331049	1331049	WIL2-NS
5500994158987071513207_F06	J132_EPF06P5_SBC-1_Lung_713885	713885	SBC-1
5500994158987071513207_F07	J132_EPF07P5_TE-15_Esophagus_753614	753614	TE-15
5500994158987071513207_F08	J132_EPF08P5_TT2609-C02_Thyroid_1240223	1240223	TT2609-C02
5500994158987071513207_F09	J132_EPF09P5_SK-MEL-5_Skin_905956	905956	SK-MEL-5
5500994158987071513207_F10	J132_EPF10P5_SW1990_Pancreas_910907	910907	SW1990
5500994158987071513207_F11	J132_EPF11P5_SW620_Intestine_905962	905962	SW620
5500994158987071513207_F12	J132_EPF12P5_T47D_Breast_905945	905945	T47D
5500994158987071513207_G01	J132_EPG01P5_MKN28_Stomach_908139	908139	MKN28
5500994158987071513207_G02	J132_EPG02P5_MMAC-SF_Skin_925339	925339	MMAC-SF
5500994158987071513207_G03	J132_EPG03P5_U251_Brain_905983	905983	U251
5500994158987071513207_G04	J132_EPG04P5_VA-ES-BJ_Misc_688121	688121	VA-ES-BJ
5500994158987071513207_G05	J132_EPG05P5_WSU-DLCL2_Blood_1331050	1331050	WSU-DLCL2
5500994158987071513207_G06	J132_EPG06P5_SAS_Head & Neck_909708	909708	SAS
5500994158987071513207_G07	J132_EPG07P5_TE-5_Esophagus_735784	735784	TE-5
5500994158987071513207_G08	J132_EPG08P5_TUR_Blood_909773	909773	TUR
5500994158987071513207_G09	J132_EPG09P5_SJRH30_Muscle_909716	909716	SJRH30
5500994158987071513207_G10	J132_EPG10P5_SW872_Misc_909756	909756	SW872
5500994158987071513207_G11	J132_EPG11P5_SNU-387_Liver_909736	909736	SNU-387
5500994158987071513207_G12	J132_EPG12P5_T98G_Brain_687586	687586	T98G
5500994158987071513207_H01	J132_EPH01P5_MKN1_Stomach_908138	908138	MKN1
5500994158987071513207_H02	J132_EPH02P5_MC116_Blood_907799	907799	MC116
5500994158987071513207_H03	J132_EPH03P5_U-87-MG_Brain_687590	687590	U-87-MG
5500994158987071513207_H04	J132_EPH04P5_UMC-11_Lung_909779	909779	UMC-11
5500994158987071513207_H05	J132_EPH05P5_WM-266-4_Skin_1299076	1299076	WM-266-4
5500994158987071513207_H06	J132_EPH06P5_SCaBER_Bladder_1299051	1299051	SCaBER
5500994158987071513207_H07	J132_EPH07P5_TE-6_Esophagus_946355	946355	TE-6
5500994158987071513207_H08	J132_EPH08P5_TCCSUP_Bladder_687459	687459	TCCSUP
5500994158987071513207_H09	J132_EPH09P5_SU-DHL-10_Blood_1331033	1331033	SU-DHL-10
5500994158987071513207_H10	J132_EPH10P5_SK-MEL-28_Skin_905954	905954	SK-MEL-28
5500994158987071513207_H11	J132_EPH11P5_SU-DHL-1_Blood_909742	909742	SU-DHL-1
5500994158987071513207_H12	J132_EPH12P5_T84_Intestine_909761	909761	T84
5500994158987071513209_A01	J132_EPA01P2_201T_Lung:NSCLC_1287381	1287381	201T
5500994158987071513209_A02	J132_EPA02P2_A204_Muscle_910784	910784	A204
5500994158987071513209_A04	J132_EPA04P2_BCPAP_Thyroid_924104	924104	BCPAP
5500994158987071513209_A05	J132_EPA05P2_BT-20_Breast_906801	906801	BT-20
5500994158987071513209_A06	J132_EPA06P2_Ca9-22_Head & Neck_753538	753538	Ca9-22
5500994158987071513209_A07	J132_EPA07P2_CHP-212_Brain_906820	906820	CHP-212
5500994158987071513209_A08	J132_EPA08P2_CAL-85-1_Breast_910852	910852	CAL-85-1
5500994158987071513209_A09	J132_EPA09P2_CPC-N_Lung_753547	753547	CPC-N
5500994158987071513209_A10	J132_EPA10P2_CRO-AP2_Blood_906807	906807	CRO-AP2
5500994158987071513209_A11	J132_EPA11P2_DK-MG_Brain_906839	906839	DK-MG
5500994158987071513209_A12	J132_EPA12P2_EGI-1_Liver_906853	906853	EGI-1
5500994158987071513209_B01	J132_EPB01P2_23132-87_Stomach_910924	910924	23132-87
5500994158987071513209_B03	J132_EPB03P2_ACHN_Kidney_905950	905950	ACHN
5500994158987071513209_B04	J132_EPB04P2_BE-13_Blood_906763	906763	BE-13
5500994158987071513209_B05	J132_EPB05P2_BHT-101_Thyroid_906696	906696	BHT-101
5500994158987071513209_B06	J132_EPB06P2_CAKI-1_Kidney_905963	905963	CAKI-1
5500994158987071513209_B07	J132_EPB07P2_COLO-679_Skin_906818	906818	COLO-679
5500994158987071513209_B08	J132_EPB08P2_CAL-78_Bone_1290765	1290765	CAL-78
5500994158987071513209_B09	J132_EPB09P2_COLO-668_Lung_910692	910692	COLO-668
5500994158987071513209_B10	J132_EPB10P2_D-263MG_CNS_946368	946368	D-263MG
5500994158987071513209_B11	J132_EPB11P2_DMS-53_Lung_907295	907295	DMS-53
5500994158987071513209_B12	J132_EPB12P2_EM-2_Blood_906855	906855	EM-2
5500994158987071513209_C01	J132_EPC01P2_42-MG-BA_Brain_687561	687561	42-MG-BA
5500994158987071513209_C02	J132_EPC02P2_A375_Skin_906793	906793	A375
5500994158987071513209_C03	J132_EPC03P2_AM-38_CNS_910933	910933	AM-38
5500994158987071513209_C04	J132_EPC04P2_BE2-M17_Brain_753616	753616	BE2-M17
5500994158987071513209_C05	J132_EPC05P2_BT-549_Breast_905951	905951	BT-549
5500994158987071513209_C06	J132_EPC06P2_CAS-1_CNS_910943	910943	CAS-1
5500994158987071513209_C07	J132_EPC07P2_COLO-678_Intestine_910689	910689	COLO-678
5500994158987071513209_C08	J132_EPC08P2_Capan-2_Pancreas_910915	910915	Capan-2
5500994158987071513209_C09	J132_EPC09P2_COR-L88_Lung_906808	906808	COR-L88
5500994158987071513209_C10	J132_EPC10P2_DAN-G_Pancreas_1290797	1290797	DAN-G
5500994158987071513209_C11	J132_EPC11P2_DOK_Head & Neck_910936	910936	DOK
5500994158987071513209_C12	J132_EPC12P2_ES4_Bone_949156	949156	ES4
5500994158987071513209_D01	J132_EPD01P2_697_Blood_906800	906800	697
5500994158987071513209_D02	J132_EPD02P2_A388_Unknown_910697	910697	A388
5500994158987071513209_D03	J132_EPD03P2_AN3-CA_Uterus_910781	910781	AN3-CA
5500994158987071513209_D04	J132_EPD04P2_BEN_Lung:NSCLC_753534	753534	BEN
5500994158987071513209_D05	J132_EPD05P2_BT-483_Breast_949093	949093	BT-483
5500994158987071513209_D06	J132_EPD06P2_CAMA-1_Breast_946382	946382	CAMA-1
5500994158987071513209_D07	J132_EPD07P2_COLO-320-HSR_Intestine_910569	910569	COLO-320-HSR
5500994158987071513209_D08	J132_EPD08P2_Ca-Ski_Cervix_906824	906824	Ca-Ski
5500994158987071513209_D09	J132_EPD09P2_COR-L105_Lung:NSCLC_906805	906805	COR-L105
5500994158987071513209_D10	J132_EPD10P2_D-502MG_CNS_946373	946373	D-502MG
5500994158987071513209_D11	J132_EPD11P2_DU-145_Prostate_905935	905935	DU-145
5500994158987071513209_D12	J132_EPD12P2_EN_Uterus_1240127	1240127	EN
5500994158987071513209_E01	J132_EPE01P2_769-P_Kidney_910922	910922	769-P
5500994158987071513209_E02	J132_EPE02P2_A4-Fuk_Skin_910934	910934	A4-Fuk
5500994158987071513209_E03	J132_EPE03P2_ARH-77_Blood_906765	906765	ARH-77
5500994158987071513209_E04	J132_EPE04P2_BFTC-909_Kidney_910698	910698	BFTC-909
5500994158987071513209_E05	J132_EPE05P2_BV-173_Blood_910710	910710	BV-173
5500994158987071513209_E06	J132_EPE06P2_Calu-6_Lung_724859	724859	Calu-6
5500994158987071513209_E07	J132_EPE07P2_C-33-A_Cervix_687505	687505	C-33-A
5500994158987071513209_E08	J132_EPE08P2_COLO-792_Skin_906814	906814	COLO-792
5500994158987071513209_E09	J132_EPE09P2_COR-L23_Lung:NSCLC_687780	687780	COR-L23
5500994158987071513209_E10	J132_EPE10P2_Daoy_Brain_906833	906833	Daoy
5500994158987071513209_E11	J132_EPE11P2_DoTc2-4510_Cervix_906843	906843	DoTc2-4510
5500994158987071513209_E12	J132_EPE12P2_ES-2_Ovary_1240128	1240128	ES-2
5500994158987071513209_F01	J132_EPF01P2_8305C_Thyroid_906795	906795	8305C
5500994158987071513209_F02	J132_EPF02P2_A431_Skin_910925	910925	A431
5500994158987071513209_F03	J132_EPF03P2_ATN-1_Blood_910687	910687	ATN-1
5500994158987071513209_F04	J132_EPF04P2_BHY_Head & Neck_753535	753535	BHY
5500994158987071513209_F05	J132_EPF05P2_C2BBe1_Intestine_910700	910700	C2BBe1
5500994158987071513209_F06	J132_EPF06P2_CAPAN-1_Pancreas_753624	753624	CAPAN-1
5500994158987071513209_F07	J132_EPF07P2_CA46_Blood_910703	910703	CA46
5500994158987071513209_F08	J132_EPF08P2_CFPAC-1_Pancreas_906821	906821	CFPAC-1
5500994158987071513209_F09	J132_EPF09P2_BPH-1_Prostate_924105	924105	BPH-1
5500994158987071513209_F10	J132_EPF10P2_Detroit562_Head & Neck_906837	906837	Detroit562
5500994158987071513209_F11	J132_EPF11P2_DB_Blood_906832	906832	DB
5500994158987071513209_F12	J132_EPF12P2_EW-22_Bone_949167	949167	EW-22
5500994158987071513209_G01	J132_EPG01P2_A101D_Skin_910921	910921	A101D
5500994158987071513209_G02	J132_EPG02P2_A549_Lung:NSCLC_905949	905949	A549
5500994158987071513209_G03	J132_EPG03P2_BALL-1_Blood_910705	910705	BALL-1
5500994158987071513209_G04	J132_EPG04P2_BICR78_Head & Neck_1240122	1240122	BICR78
5500994158987071513209_G05	J132_EPG05P2_C3A_Liver_910850	910850	C3A
5500994158987071513209_G06	J132_EPG06P2_CHL-1_Skin_910853	910853	CHL-1
5500994158987071513209_G07	J132_EPG07P2_CAL-39_Cervix_924107	924107	CAL-39
5500994158987071513209_G08	J132_EPG08P2_COLO-824_Breast_906812	906812	COLO-824
5500994158987071513209_G09	J132_EPG09P2_CTV-1_Blood_753548	753548	CTV-1
5500994158987071513209_G10	J132_EPG10P2_DG-75_Blood_906838	906838	DG-75
5500994158987071513209_G11	J132_EPG11P2_EFM-19_Breast_906851	906851	EFM-19
5500994158987071513209_G12	J132_EPG12P2_EW-11_Bone_684062	684062	EW-11
5500994158987071513209_H01	J132_EPH01P2_A172_Brain_687563	687563	A172
5500994158987071513209_H02	J132_EPH02P2_A673_Muscle_684052	684052	A673
5500994158987071513209_H03	J132_EPH03P2_BC-1_Blood_910919	910919	BC-1
5500994158987071513209_H05	J132_EPH05P2_C8166_Blood_906829	906829	C8166
5500994158987071513209_H06	J132_EPH06P2_CHP-134_PNS_910941	910941	CHP-134
5500994158987071513209_H07	J132_EPH07P2_CAL-72_Bone_906827	906827	CAL-72
5500994158987071513209_H08	J132_EPH08P2_COLO-320_Intestine_1290773	1290773	COLO-320
5500994158987071513209_H09	J132_EPH09P2_ChaGo-K-1_Lung:NSCLC_687596	687596	ChaGo-K-1
5500994158987071513209_H10	J132_EPH10P2_DJM-1_Skin_906841	906841	DJM-1
5500994158987071513209_H11	J132_EPH11P2_EFO-27_Ovary_906852	906852	EFO-27
5500994158987071513209_H12	J132_EPH12P2_EW-1_Bone_949163	949163	EW-1
5500994172383112813928_A01	J132_EPA01P6_MEL-JUSO_Skin_908125	908125	MEL-JUSO
5500994172383112813928_A02	J132_EPA02P6_SF539_CNS_905984	905984	SF539
5500994172383112813928_A03	J132_EPA03P6_SUP-T1_Blood_909743	909743	SUP-T1
5500994172383112813928_A04	J132_EPA04P6_KP-4_Pancreas_753572	753572	KP-4
5500994172383112813928_A05	J132_EPA05P6_KM-H2_Blood_909976	909976	KM-H2
5500994172383112813928_A06	J132_EPA06P6_SK-LMS-1_Misc_909720	909720	SK-LMS-1
5500994172383112813928_A07	J132_EPA07P6_H-EMC-SS_Bone_907290	907290	H-EMC-SS
5500994172383112813928_A08	J132_EPA08P6_HD-MY-Z_Blood_907050	907050	HD-MY-Z
5500994172383112813928_A09	J132_EPA09P6_SW684_Misc_909754	909754	SW684
5500994172383112813928_A10	J132_EPA10P6_HOP-92_Lung:NSCLC_905973	905973	HOP-92
5500994172383112813928_A11	J132_EPA11P6_JEG-3_Uterus_907176	907176	JEG-3
5500994172383112813928_A12	J132_EPA12P6_JHH-2_Liver_1240157	1240157	JHH-2
5500994172383112813928_B01	J132_EPB01P6_MDA-MB-231_Breast_905960	905960	MDA-MB-231
5500994172383112813928_B02	J132_EPB02P6_SHP-77_Lung_724872	724872	SHP-77
5500994172383112813928_B03	J132_EPB03P6_SK-ES-1_Bone_684072	684072	SK-ES-1
5500994172383112813928_B04	J132_EPB04P6_KYM-1_Muscle_1240166	1240166	KYM-1
5500994172383112813928_B05	J132_EPB05P6_KON_Head & Neck_1298215	1298215	KON
5500994172383112813928_B06	J132_EPB06P6_Hs-766T_Pancreas_1298141	1298141	Hs-766T
5500994172383112813928_B07	J132_EPB07P6_HCE-T_Sinus_907049	907049	HCE-T
5500994172383112813928_B08	J132_EPB08P6_HCC-827_Lung_1240146	1240146	HCC-827
5500994172383112813928_B09	J132_EPB09P6_SW948_Intestine_909757	909757	SW948
5500994172383112813928_B10	J132_EPB10P6_HCE-4_Esophagus_753559	753559	HCE-4
5500994172383112813928_B11	J132_EPB11P6_JVM-3_Blood_907270	907270	JVM-3
5500994172383112813928_B12	J132_EPB12P6_JHH-4_Liver_1240158	1240158	JHH-4
5500994172383112813928_C01	J132_EPC01P6_MDA-MB-361_Breast_908121	908121	MDA-MB-361
5500994172383112813928_C02	J132_EPC02P6_SH-4_Skin_909713	909713	SH-4
5500994172383112813928_C03	J132_EPC03P6_SUIT-2_Pancreas_1240219	1240219	SUIT-2
5500994172383112813928_C04	J132_EPC04P6_SK-NEP-1_Kidney_909730	909730	SK-NEP-1
5500994172383112813928_C05	J132_EPC05P6_KNS-42_CNS_907282	907282	KNS-42
5500994172383112813928_C06	J132_EPC06P6_HSC-4_Head & Neck_907062	907062	HSC-4
5500994172383112813928_C07	J132_EPC07P6_HN_Head & Neck_907059	907059	HN
5500994172383112813928_C08	J132_EPC08P6_HT-1080_Miscellaneous_907064	907064	HT-1080
5500994172383112813928_C09	J132_EPC09P6_SW954_Vulva_924247	924247	SW954
5500994172383112813928_C10	J132_EPC10P6_JURL-MK1_Blood_1327771	1327771	JURL-MK1
5500994172383112813928_C11	J132_EPC11P6_JSC-1_Blood_1327769	1327769	JSC-1
5500994172383112813928_C12	J132_EPC12P6_IPC-298_Skin_907171	907171	IPC-298
5500994172383112813928_D01	J132_EPD01P6_MDA-MB-453_Breast_908122	908122	MDA-MB-453
5500994172383112813928_D02	J132_EPD02P6_S-117_Thyroid_910946	910946	S-117
5500994172383112813928_D03	J132_EPD03P6_SK-MES-1_Lung:NSCLC_909728	909728	SK-MES-1
5500994172383112813928_D04	J132_EPD04P6_SK-UT-1_Muscle_909732	909732	SK-UT-1
5500994172383112813928_D05	J132_EPD05P6_KP-1N_Pancreas_1298216	1298216	KP-1N
5500994172383112813928_D06	J132_EPD06P6_HT-1376_Bladder_907066	907066	HT-1376
5500994172383112813928_D07	J132_EPD07P6_HA7-RCC_Kidney_753558	753558	HA7-RCC
5500994172383112813928_D08	J132_EPD08P6_HPAF-II_Pancreas_724869	724869	HPAF-II
5500994172383112813928_D09	J132_EPD09P6_SW962_Vulva_909758	909758	SW962
5500994172383112813928_D10	J132_EPD10P6_JJN-3_Blood_1327766	1327766	JJN-3
5500994172383112813928_D11	J132_EPD11P6_J-RT3-T3-5_Blood_907391	907391	J-RT3-T3-5
5500994172383112813928_D12	J132_EPD12P6_IA-LM_Lung_910779	910779	IA-LM
5500994172383112813928_E01	J132_EPE01P6_SBC-5_Lung_713880	713880	SBC-5
5500994172383112813928_E02	J132_EPE02P6_SR_Blood_905965	905965	SR
5500994172383112813928_E03	J132_EPE03P6_SK-MG-1_CNS_909729	909729	SK-MG-1
5500994172383112813928_E04	J132_EPE04P6_SKG-IIIa_Cervix_930298	930298	SKG-IIIa
5500994172383112813928_E05	J132_EPE05P6_KNS-62_Lung_753569	753569	KNS-62
5500994172383112813928_E07	J132_EPE07P6_H4_Brain_907042	907042	H4
5500994172383112813928_E08	J132_EPE08P6_HT55_Intestine_907287	907287	HT55
5500994172383112813928_E09	J132_EPE09P6_SK-MM-2_Blood_753612	753612	SK-MM-2
5500994172383112813928_E10	J132_EPE10P6_JiyoyeP-2003_Blood_907268	907268	JiyoyeP-2003
5500994172383112813928_E11	J132_EPE11P6_JHH-6_Liver_1240159	1240159	JHH-6
5500994172383112813928_E12	J132_EPE12P6_IM-95_Stomach_1240155	1240155	IM-95
